"bracnh4$EVENT_DTTM","count","Year","Month","Day","Hour"
"2014 12 17 15",33,"2014"," 12"," 17"," 15"
"2014 12 17 16",7,"2014"," 12"," 17"," 16"
"2014 12 17 17",15,"2014"," 12"," 17"," 17"
"2014 12 17 18",23,"2014"," 12"," 17"," 18"
"2014 12 17 19",13,"2014"," 12"," 17"," 19"
"2014 12 18 08",3,"2014"," 12"," 18"," 08"
"2014 12 18 09",28,"2014"," 12"," 18"," 09"
"2014 12 18 10",16,"2014"," 12"," 18"," 10"
"2014 12 18 11",26,"2014"," 12"," 18"," 11"
"2014 12 18 12",38,"2014"," 12"," 18"," 12"
"2014 12 18 13",26,"2014"," 12"," 18"," 13"
"2014 12 18 14",14,"2014"," 12"," 18"," 14"
"2014 12 18 15",13,"2014"," 12"," 18"," 15"
"2014 12 18 16",28,"2014"," 12"," 18"," 16"
"2014 12 18 17",2,"2014"," 12"," 18"," 17"
"2014 12 18 18",21,"2014"," 12"," 18"," 18"
"2014 12 18 19",9,"2014"," 12"," 18"," 19"
"2014 12 19 08",6,"2014"," 12"," 19"," 08"
"2014 12 19 09",12,"2014"," 12"," 19"," 09"
"2014 12 19 10",27,"2014"," 12"," 19"," 10"
"2014 12 19 11",17,"2014"," 12"," 19"," 11"
"2014 12 19 12",12,"2014"," 12"," 19"," 12"
"2014 12 19 13",14,"2014"," 12"," 19"," 13"
"2014 12 19 14",21,"2014"," 12"," 19"," 14"
"2014 12 19 15",26,"2014"," 12"," 19"," 15"
"2014 12 19 16",12,"2014"," 12"," 19"," 16"
"2014 12 19 17",44,"2014"," 12"," 19"," 17"
"2014 12 19 18",24,"2014"," 12"," 19"," 18"
"2014 12 19 19",7,"2014"," 12"," 19"," 19"
"2014 12 20 09",12,"2014"," 12"," 20"," 09"
"2014 12 20 10",16,"2014"," 12"," 20"," 10"
"2014 12 20 11",28,"2014"," 12"," 20"," 11"
"2014 12 20 12",17,"2014"," 12"," 20"," 12"
"2014 12 20 13",26,"2014"," 12"," 20"," 13"
"2014 12 20 14",15,"2014"," 12"," 20"," 14"
"2014 12 20 15",3,"2014"," 12"," 20"," 15"
"2014 12 20 16",2,"2014"," 12"," 20"," 16"
"2014 12 20 17",1,"2014"," 12"," 20"," 17"
"2014 12 22 08",6,"2014"," 12"," 22"," 08"
"2014 12 22 09",9,"2014"," 12"," 22"," 09"
"2014 12 22 10",7,"2014"," 12"," 22"," 10"
"2014 12 22 11",30,"2014"," 12"," 22"," 11"
"2014 12 22 12",18,"2014"," 12"," 22"," 12"
"2014 12 22 13",29,"2014"," 12"," 22"," 13"
"2014 12 22 14",16,"2014"," 12"," 22"," 14"
"2014 12 22 15",16,"2014"," 12"," 22"," 15"
"2014 12 22 16",22,"2014"," 12"," 22"," 16"
"2014 12 22 17",15,"2014"," 12"," 22"," 17"
"2014 12 22 18",10,"2014"," 12"," 22"," 18"
"2014 12 22 19",5,"2014"," 12"," 22"," 19"
"2014 12 23 08",2,"2014"," 12"," 23"," 08"
"2014 12 23 09",22,"2014"," 12"," 23"," 09"
"2014 12 23 10",39,"2014"," 12"," 23"," 10"
"2014 12 23 11",17,"2014"," 12"," 23"," 11"
"2014 12 23 12",26,"2014"," 12"," 23"," 12"
"2014 12 23 13",43,"2014"," 12"," 23"," 13"
"2014 12 23 14",17,"2014"," 12"," 23"," 14"
"2014 12 23 15",17,"2014"," 12"," 23"," 15"
"2014 12 23 16",9,"2014"," 12"," 23"," 16"
"2014 12 23 17",15,"2014"," 12"," 23"," 17"
"2014 12 23 18",16,"2014"," 12"," 23"," 18"
"2014 12 23 19",5,"2014"," 12"," 23"," 19"
"2014 12 24 08",9,"2014"," 12"," 24"," 08"
"2014 12 24 09",12,"2014"," 12"," 24"," 09"
"2014 12 24 10",26,"2014"," 12"," 24"," 10"
"2014 12 24 11",34,"2014"," 12"," 24"," 11"
"2014 12 24 12",11,"2014"," 12"," 24"," 12"
"2014 12 24 13",14,"2014"," 12"," 24"," 13"
"2014 12 24 14",16,"2014"," 12"," 24"," 14"
"2014 12 24 15",18,"2014"," 12"," 24"," 15"
"2014 12 24 16",28,"2014"," 12"," 24"," 16"
"2014 12 24 17",13,"2014"," 12"," 24"," 17"
"2014 12 24 18",16,"2014"," 12"," 24"," 18"
"2014 12 24 19",8,"2014"," 12"," 24"," 19"
"2014 12 25 08",8,"2014"," 12"," 25"," 08"
"2014 12 25 09",8,"2014"," 12"," 25"," 09"
"2014 12 25 10",24,"2014"," 12"," 25"," 10"
"2014 12 25 11",11,"2014"," 12"," 25"," 11"
"2014 12 25 12",12,"2014"," 12"," 25"," 12"
"2014 12 25 13",25,"2014"," 12"," 25"," 13"
"2014 12 25 14",14,"2014"," 12"," 25"," 14"
"2014 12 25 15",21,"2014"," 12"," 25"," 15"
"2014 12 25 16",15,"2014"," 12"," 25"," 16"
"2014 12 25 17",18,"2014"," 12"," 25"," 17"
"2014 12 25 18",9,"2014"," 12"," 25"," 18"
"2014 12 25 19",4,"2014"," 12"," 25"," 19"
"2014 12 26 08",10,"2014"," 12"," 26"," 08"
"2014 12 26 09",25,"2014"," 12"," 26"," 09"
"2014 12 26 10",10,"2014"," 12"," 26"," 10"
"2014 12 26 11",29,"2014"," 12"," 26"," 11"
"2014 12 26 12",17,"2014"," 12"," 26"," 12"
"2014 12 26 13",20,"2014"," 12"," 26"," 13"
"2014 12 26 14",36,"2014"," 12"," 26"," 14"
"2014 12 26 15",21,"2014"," 12"," 26"," 15"
"2014 12 26 16",15,"2014"," 12"," 26"," 16"
"2014 12 26 17",17,"2014"," 12"," 26"," 17"
"2014 12 26 18",28,"2014"," 12"," 26"," 18"
"2014 12 26 19",12,"2014"," 12"," 26"," 19"
"2014 12 27 09",8,"2014"," 12"," 27"," 09"
"2014 12 27 10",6,"2014"," 12"," 27"," 10"
"2014 12 27 11",35,"2014"," 12"," 27"," 11"
"2014 12 27 12",21,"2014"," 12"," 27"," 12"
"2014 12 27 13",20,"2014"," 12"," 27"," 13"
"2014 12 29 08",7,"2014"," 12"," 29"," 08"
"2014 12 29 09",16,"2014"," 12"," 29"," 09"
"2014 12 29 10",20,"2014"," 12"," 29"," 10"
"2014 12 29 11",21,"2014"," 12"," 29"," 11"
"2014 12 29 12",34,"2014"," 12"," 29"," 12"
"2014 12 29 13",33,"2014"," 12"," 29"," 13"
"2014 12 29 14",29,"2014"," 12"," 29"," 14"
"2014 12 29 15",18,"2014"," 12"," 29"," 15"
"2014 12 29 16",27,"2014"," 12"," 29"," 16"
"2014 12 29 17",16,"2014"," 12"," 29"," 17"
"2014 12 29 18",20,"2014"," 12"," 29"," 18"
"2014 12 29 19",17,"2014"," 12"," 29"," 19"
"2014 12 30 08",9,"2014"," 12"," 30"," 08"
"2014 12 30 09",21,"2014"," 12"," 30"," 09"
"2014 12 30 10",22,"2014"," 12"," 30"," 10"
"2014 12 30 11",22,"2014"," 12"," 30"," 11"
"2014 12 30 12",17,"2014"," 12"," 30"," 12"
"2014 12 30 13",17,"2014"," 12"," 30"," 13"
"2014 12 30 14",9,"2014"," 12"," 30"," 14"
"2014 12 30 15",23,"2014"," 12"," 30"," 15"
"2014 12 30 16",21,"2014"," 12"," 30"," 16"
"2014 12 30 17",19,"2014"," 12"," 30"," 17"
"2014 12 30 18",4,"2014"," 12"," 30"," 18"
"2014 12 30 19",5,"2014"," 12"," 30"," 19"
"2014 12 31 08",6,"2014"," 12"," 31"," 08"
"2014 12 31 09",18,"2014"," 12"," 31"," 09"
"2014 12 31 10",25,"2014"," 12"," 31"," 10"
"2014 12 31 11",24,"2014"," 12"," 31"," 11"
"2014 12 31 12",13,"2014"," 12"," 31"," 12"
"2014 12 31 13",14,"2014"," 12"," 31"," 13"
"2014 12 31 14",5,"2014"," 12"," 31"," 14"
"2014 12 31 15",26,"2014"," 12"," 31"," 15"
"2014 12 31 16",14,"2014"," 12"," 31"," 16"
"2014 12 31 17",7,"2014"," 12"," 31"," 17"
"2014 12 31 18",1,"2014"," 12"," 31"," 18"
"2015 01 10 09",6,"2015"," 01"," 10"," 09"
"2015 01 10 10",5,"2015"," 01"," 10"," 10"
"2015 01 10 11",4,"2015"," 01"," 10"," 11"
"2015 01 10 12",14,"2015"," 01"," 10"," 12"
"2015 01 10 13",7,"2015"," 01"," 10"," 13"
"2015 01 12 08",9,"2015"," 01"," 12"," 08"
"2015 01 12 09",17,"2015"," 01"," 12"," 09"
"2015 01 12 10",16,"2015"," 01"," 12"," 10"
"2015 01 12 11",13,"2015"," 01"," 12"," 11"
"2015 01 12 12",29,"2015"," 01"," 12"," 12"
"2015 01 12 13",37,"2015"," 01"," 12"," 13"
"2015 01 12 14",25,"2015"," 01"," 12"," 14"
"2015 01 12 15",16,"2015"," 01"," 12"," 15"
"2015 01 12 16",28,"2015"," 01"," 12"," 16"
"2015 01 12 17",22,"2015"," 01"," 12"," 17"
"2015 01 12 18",24,"2015"," 01"," 12"," 18"
"2015 01 12 19",13,"2015"," 01"," 12"," 19"
"2015 01 13 08",8,"2015"," 01"," 13"," 08"
"2015 01 13 09",16,"2015"," 01"," 13"," 09"
"2015 01 13 10",22,"2015"," 01"," 13"," 10"
"2015 01 13 11",9,"2015"," 01"," 13"," 11"
"2015 01 13 12",13,"2015"," 01"," 13"," 12"
"2015 01 13 13",18,"2015"," 01"," 13"," 13"
"2015 01 13 14",32,"2015"," 01"," 13"," 14"
"2015 01 13 15",24,"2015"," 01"," 13"," 15"
"2015 01 13 16",17,"2015"," 01"," 13"," 16"
"2015 01 13 17",25,"2015"," 01"," 13"," 17"
"2015 01 13 18",14,"2015"," 01"," 13"," 18"
"2015 01 13 19",3,"2015"," 01"," 13"," 19"
"2015 01 14 08",2,"2015"," 01"," 14"," 08"
"2015 01 14 09",13,"2015"," 01"," 14"," 09"
"2015 01 14 10",11,"2015"," 01"," 14"," 10"
"2015 01 14 11",14,"2015"," 01"," 14"," 11"
"2015 01 14 12",24,"2015"," 01"," 14"," 12"
"2015 01 14 13",23,"2015"," 01"," 14"," 13"
"2015 01 14 14",31,"2015"," 01"," 14"," 14"
"2015 01 14 15",19,"2015"," 01"," 14"," 15"
"2015 01 14 16",21,"2015"," 01"," 14"," 16"
"2015 01 14 17",24,"2015"," 01"," 14"," 17"
"2015 01 14 18",19,"2015"," 01"," 14"," 18"
"2015 01 14 19",2,"2015"," 01"," 14"," 19"
"2015 01 15 08",5,"2015"," 01"," 15"," 08"
"2015 01 15 09",5,"2015"," 01"," 15"," 09"
"2015 01 15 10",12,"2015"," 01"," 15"," 10"
"2015 01 15 11",11,"2015"," 01"," 15"," 11"
"2015 01 15 12",9,"2015"," 01"," 15"," 12"
"2015 01 15 13",37,"2015"," 01"," 15"," 13"
"2015 01 15 14",23,"2015"," 01"," 15"," 14"
"2015 01 15 15",17,"2015"," 01"," 15"," 15"
"2015 01 15 16",18,"2015"," 01"," 15"," 16"
"2015 01 15 17",23,"2015"," 01"," 15"," 17"
"2015 01 15 18",2,"2015"," 01"," 15"," 18"
"2015 01 16 08",2,"2015"," 01"," 16"," 08"
"2015 01 16 09",7,"2015"," 01"," 16"," 09"
"2015 01 16 17",2,"2015"," 01"," 16"," 17"
"2015 01 16 18",15,"2015"," 01"," 16"," 18"
"2015 01 16 19",13,"2015"," 01"," 16"," 19"
"2015 01 17 09",5,"2015"," 01"," 17"," 09"
"2015 01 17 10",15,"2015"," 01"," 17"," 10"
"2015 01 17 11",15,"2015"," 01"," 17"," 11"
"2015 01 17 12",16,"2015"," 01"," 17"," 12"
"2015 01 17 13",25,"2015"," 01"," 17"," 13"
"2015 01 17 14",2,"2015"," 01"," 17"," 14"
"2015 01 19 09",6,"2015"," 01"," 19"," 09"
"2015 01 19 10",20,"2015"," 01"," 19"," 10"
"2015 01 19 11",14,"2015"," 01"," 19"," 11"
"2015 01 19 12",22,"2015"," 01"," 19"," 12"
"2015 01 19 13",25,"2015"," 01"," 19"," 13"
"2015 01 19 14",14,"2015"," 01"," 19"," 14"
"2015 01 19 15",7,"2015"," 01"," 19"," 15"
"2015 01 19 16",25,"2015"," 01"," 19"," 16"
"2015 01 19 17",22,"2015"," 01"," 19"," 17"
"2015 01 19 18",10,"2015"," 01"," 19"," 18"
"2015 01 19 19",21,"2015"," 01"," 19"," 19"
"2015 01 20 08",2,"2015"," 01"," 20"," 08"
"2015 01 20 09",7,"2015"," 01"," 20"," 09"
"2015 01 20 10",17,"2015"," 01"," 20"," 10"
"2015 01 20 11",16,"2015"," 01"," 20"," 11"
"2015 01 20 12",20,"2015"," 01"," 20"," 12"
"2015 01 20 13",19,"2015"," 01"," 20"," 13"
"2015 01 20 14",6,"2015"," 01"," 20"," 14"
"2015 01 20 15",20,"2015"," 01"," 20"," 15"
"2015 01 20 16",30,"2015"," 01"," 20"," 16"
"2015 01 20 17",23,"2015"," 01"," 20"," 17"
"2015 01 20 18",5,"2015"," 01"," 20"," 18"
"2015 01 20 19",8,"2015"," 01"," 20"," 19"
"2015 01 20 20",1,"2015"," 01"," 20"," 20"
"2015 01 21 08",3,"2015"," 01"," 21"," 08"
"2015 01 21 09",17,"2015"," 01"," 21"," 09"
"2015 01 21 10",16,"2015"," 01"," 21"," 10"
"2015 01 21 11",34,"2015"," 01"," 21"," 11"
"2015 01 21 12",19,"2015"," 01"," 21"," 12"
"2015 01 21 13",21,"2015"," 01"," 21"," 13"
"2015 01 21 14",15,"2015"," 01"," 21"," 14"
"2015 01 21 15",23,"2015"," 01"," 21"," 15"
"2015 01 21 16",11,"2015"," 01"," 21"," 16"
"2015 01 21 17",15,"2015"," 01"," 21"," 17"
"2015 01 21 18",20,"2015"," 01"," 21"," 18"
"2015 01 21 19",7,"2015"," 01"," 21"," 19"
"2015 01 22 08",7,"2015"," 01"," 22"," 08"
"2015 01 22 09",2,"2015"," 01"," 22"," 09"
"2015 01 22 11",14,"2015"," 01"," 22"," 11"
"2015 01 22 12",15,"2015"," 01"," 22"," 12"
"2015 01 22 13",21,"2015"," 01"," 22"," 13"
"2015 01 22 14",19,"2015"," 01"," 22"," 14"
"2015 01 22 15",21,"2015"," 01"," 22"," 15"
"2015 01 22 16",10,"2015"," 01"," 22"," 16"
"2015 01 22 17",31,"2015"," 01"," 22"," 17"
"2015 01 22 18",19,"2015"," 01"," 22"," 18"
"2015 01 22 19",13,"2015"," 01"," 22"," 19"
"2015 01 23 09",7,"2015"," 01"," 23"," 09"
"2015 01 23 10",19,"2015"," 01"," 23"," 10"
"2015 01 23 11",18,"2015"," 01"," 23"," 11"
"2015 01 23 12",25,"2015"," 01"," 23"," 12"
"2015 01 23 13",15,"2015"," 01"," 23"," 13"
"2015 01 23 14",26,"2015"," 01"," 23"," 14"
"2015 01 23 15",25,"2015"," 01"," 23"," 15"
"2015 01 23 16",21,"2015"," 01"," 23"," 16"
"2015 01 23 17",15,"2015"," 01"," 23"," 17"
"2015 01 23 18",20,"2015"," 01"," 23"," 18"
"2015 01 23 19",10,"2015"," 01"," 23"," 19"
"2015 01 24 09",17,"2015"," 01"," 24"," 09"
"2015 01 24 10",19,"2015"," 01"," 24"," 10"
"2015 01 24 11",12,"2015"," 01"," 24"," 11"
"2015 01 24 12",22,"2015"," 01"," 24"," 12"
"2015 01 24 13",20,"2015"," 01"," 24"," 13"
"2015 01 26 08",3,"2015"," 01"," 26"," 08"
"2015 01 26 09",3,"2015"," 01"," 26"," 09"
"2015 01 26 10",10,"2015"," 01"," 26"," 10"
"2015 01 26 11",18,"2015"," 01"," 26"," 11"
"2015 01 26 12",13,"2015"," 01"," 26"," 12"
"2015 01 26 13",18,"2015"," 01"," 26"," 13"
"2015 01 26 14",16,"2015"," 01"," 26"," 14"
"2015 01 26 15",23,"2015"," 01"," 26"," 15"
"2015 01 26 16",16,"2015"," 01"," 26"," 16"
"2015 01 26 17",17,"2015"," 01"," 26"," 17"
"2015 01 26 18",13,"2015"," 01"," 26"," 18"
"2015 01 26 19",9,"2015"," 01"," 26"," 19"
"2015 01 27 08",6,"2015"," 01"," 27"," 08"
"2015 01 27 09",28,"2015"," 01"," 27"," 09"
"2015 01 27 10",14,"2015"," 01"," 27"," 10"
"2015 01 27 11",13,"2015"," 01"," 27"," 11"
"2015 01 27 12",22,"2015"," 01"," 27"," 12"
"2015 01 27 13",24,"2015"," 01"," 27"," 13"
"2015 01 27 14",22,"2015"," 01"," 27"," 14"
"2015 01 27 15",17,"2015"," 01"," 27"," 15"
"2015 01 27 16",10,"2015"," 01"," 27"," 16"
"2015 01 27 17",15,"2015"," 01"," 27"," 17"
"2015 01 27 18",12,"2015"," 01"," 27"," 18"
"2015 01 27 19",2,"2015"," 01"," 27"," 19"
"2015 01 28 08",6,"2015"," 01"," 28"," 08"
"2015 01 28 09",6,"2015"," 01"," 28"," 09"
"2015 01 28 10",10,"2015"," 01"," 28"," 10"
"2015 01 28 11",9,"2015"," 01"," 28"," 11"
"2015 01 28 12",36,"2015"," 01"," 28"," 12"
"2015 01 28 13",23,"2015"," 01"," 28"," 13"
"2015 01 28 14",12,"2015"," 01"," 28"," 14"
"2015 01 28 15",27,"2015"," 01"," 28"," 15"
"2015 01 28 16",21,"2015"," 01"," 28"," 16"
"2015 01 28 17",22,"2015"," 01"," 28"," 17"
"2015 01 28 18",9,"2015"," 01"," 28"," 18"
"2015 01 29 09",10,"2015"," 01"," 29"," 09"
"2015 01 29 10",19,"2015"," 01"," 29"," 10"
"2015 01 29 11",9,"2015"," 01"," 29"," 11"
"2015 01 29 12",53,"2015"," 01"," 29"," 12"
"2015 01 29 13",14,"2015"," 01"," 29"," 13"
"2015 01 29 14",13,"2015"," 01"," 29"," 14"
"2015 01 29 15",21,"2015"," 01"," 29"," 15"
"2015 01 29 16",23,"2015"," 01"," 29"," 16"
"2015 01 29 17",6,"2015"," 01"," 29"," 17"
"2015 01 29 18",8,"2015"," 01"," 29"," 18"
"2015 01 29 19",7,"2015"," 01"," 29"," 19"
"2015 01 30 08",3,"2015"," 01"," 30"," 08"
"2015 01 30 09",5,"2015"," 01"," 30"," 09"
"2015 01 30 10",4,"2015"," 01"," 30"," 10"
"2015 01 30 11",9,"2015"," 01"," 30"," 11"
"2015 01 30 12",12,"2015"," 01"," 30"," 12"
"2015 01 30 13",7,"2015"," 01"," 30"," 13"
"2015 01 30 14",17,"2015"," 01"," 30"," 14"
"2015 01 30 15",13,"2015"," 01"," 30"," 15"
"2015 01 30 16",15,"2015"," 01"," 30"," 16"
"2015 01 30 17",33,"2015"," 01"," 30"," 17"
"2015 01 30 18",11,"2015"," 01"," 30"," 18"
"2015 01 30 19",3,"2015"," 01"," 30"," 19"
"2015 01 31 09",6,"2015"," 01"," 31"," 09"
"2015 01 31 10",9,"2015"," 01"," 31"," 10"
"2015 01 31 11",6,"2015"," 01"," 31"," 11"
"2015 01 31 12",24,"2015"," 01"," 31"," 12"
"2015 01 31 13",3,"2015"," 01"," 31"," 13"
"2015 02 02 08",3,"2015"," 02"," 02"," 08"
"2015 02 02 09",11,"2015"," 02"," 02"," 09"
"2015 02 02 10",18,"2015"," 02"," 02"," 10"
"2015 02 02 11",18,"2015"," 02"," 02"," 11"
"2015 02 02 12",18,"2015"," 02"," 02"," 12"
"2015 02 02 13",9,"2015"," 02"," 02"," 13"
"2015 02 02 14",27,"2015"," 02"," 02"," 14"
"2015 02 02 15",25,"2015"," 02"," 02"," 15"
"2015 02 02 16",15,"2015"," 02"," 02"," 16"
"2015 02 02 17",33,"2015"," 02"," 02"," 17"
"2015 02 02 18",33,"2015"," 02"," 02"," 18"
"2015 02 02 19",24,"2015"," 02"," 02"," 19"
"2015 02 03 08",1,"2015"," 02"," 03"," 08"
"2015 02 03 09",9,"2015"," 02"," 03"," 09"
"2015 02 03 10",12,"2015"," 02"," 03"," 10"
"2015 02 03 11",21,"2015"," 02"," 03"," 11"
"2015 02 03 12",28,"2015"," 02"," 03"," 12"
"2015 02 03 13",23,"2015"," 02"," 03"," 13"
"2015 02 03 14",25,"2015"," 02"," 03"," 14"
"2015 02 03 15",12,"2015"," 02"," 03"," 15"
"2015 02 03 16",28,"2015"," 02"," 03"," 16"
"2015 02 03 17",13,"2015"," 02"," 03"," 17"
"2015 02 03 18",13,"2015"," 02"," 03"," 18"
"2015 02 03 19",15,"2015"," 02"," 03"," 19"
"2015 02 04 08",3,"2015"," 02"," 04"," 08"
"2015 02 04 09",15,"2015"," 02"," 04"," 09"
"2015 02 04 10",12,"2015"," 02"," 04"," 10"
"2015 02 04 11",25,"2015"," 02"," 04"," 11"
"2015 02 04 12",11,"2015"," 02"," 04"," 12"
"2015 02 04 13",7,"2015"," 02"," 04"," 13"
"2015 02 04 14",18,"2015"," 02"," 04"," 14"
"2015 02 04 15",26,"2015"," 02"," 04"," 15"
"2015 02 04 16",15,"2015"," 02"," 04"," 16"
"2015 02 04 17",34,"2015"," 02"," 04"," 17"
"2015 02 04 18",25,"2015"," 02"," 04"," 18"
"2015 02 04 19",8,"2015"," 02"," 04"," 19"
"2015 02 05 08",7,"2015"," 02"," 05"," 08"
"2015 02 05 09",5,"2015"," 02"," 05"," 09"
"2015 02 05 10",18,"2015"," 02"," 05"," 10"
"2015 02 05 11",9,"2015"," 02"," 05"," 11"
"2015 02 05 12",11,"2015"," 02"," 05"," 12"
"2015 02 05 13",6,"2015"," 02"," 05"," 13"
"2015 02 05 14",15,"2015"," 02"," 05"," 14"
"2015 02 05 15",32,"2015"," 02"," 05"," 15"
"2015 02 05 16",20,"2015"," 02"," 05"," 16"
"2015 02 05 17",9,"2015"," 02"," 05"," 17"
"2015 02 05 18",7,"2015"," 02"," 05"," 18"
"2015 02 05 19",5,"2015"," 02"," 05"," 19"
"2015 02 06 08",6,"2015"," 02"," 06"," 08"
"2015 02 06 09",9,"2015"," 02"," 06"," 09"
"2015 02 06 10",20,"2015"," 02"," 06"," 10"
"2015 02 06 11",21,"2015"," 02"," 06"," 11"
"2015 02 06 12",14,"2015"," 02"," 06"," 12"
"2015 02 06 13",13,"2015"," 02"," 06"," 13"
"2015 02 06 14",5,"2015"," 02"," 06"," 14"
"2015 02 06 15",22,"2015"," 02"," 06"," 15"
"2015 02 06 16",20,"2015"," 02"," 06"," 16"
"2015 02 06 17",14,"2015"," 02"," 06"," 17"
"2015 02 06 18",11,"2015"," 02"," 06"," 18"
"2015 02 06 19",3,"2015"," 02"," 06"," 19"
"2015 02 07 09",14,"2015"," 02"," 07"," 09"
"2015 02 07 10",10,"2015"," 02"," 07"," 10"
"2015 02 07 11",18,"2015"," 02"," 07"," 11"
"2015 02 07 12",24,"2015"," 02"," 07"," 12"
"2015 02 07 13",6,"2015"," 02"," 07"," 13"
"2015 02 09 08",9,"2015"," 02"," 09"," 08"
"2015 02 09 09",8,"2015"," 02"," 09"," 09"
"2015 02 09 10",20,"2015"," 02"," 09"," 10"
"2015 02 09 11",21,"2015"," 02"," 09"," 11"
"2015 02 09 12",31,"2015"," 02"," 09"," 12"
"2015 02 09 13",14,"2015"," 02"," 09"," 13"
"2015 02 09 14",12,"2015"," 02"," 09"," 14"
"2015 02 09 15",11,"2015"," 02"," 09"," 15"
"2015 02 09 16",25,"2015"," 02"," 09"," 16"
"2015 02 09 17",20,"2015"," 02"," 09"," 17"
"2015 02 09 18",5,"2015"," 02"," 09"," 18"
"2015 02 09 19",8,"2015"," 02"," 09"," 19"
"2015 02 10 08",5,"2015"," 02"," 10"," 08"
"2015 02 10 09",10,"2015"," 02"," 10"," 09"
"2015 02 10 10",6,"2015"," 02"," 10"," 10"
"2015 02 10 11",15,"2015"," 02"," 10"," 11"
"2015 02 10 12",6,"2015"," 02"," 10"," 12"
"2015 02 10 13",15,"2015"," 02"," 10"," 13"
"2015 02 10 14",12,"2015"," 02"," 10"," 14"
"2015 02 10 15",11,"2015"," 02"," 10"," 15"
"2015 02 10 16",16,"2015"," 02"," 10"," 16"
"2015 02 10 17",19,"2015"," 02"," 10"," 17"
"2015 02 10 18",6,"2015"," 02"," 10"," 18"
"2015 02 10 19",1,"2015"," 02"," 10"," 19"
"2015 02 11 09",8,"2015"," 02"," 11"," 09"
"2015 02 11 10",6,"2015"," 02"," 11"," 10"
"2015 02 11 11",10,"2015"," 02"," 11"," 11"
"2015 02 11 12",5,"2015"," 02"," 11"," 12"
"2015 02 11 13",9,"2015"," 02"," 11"," 13"
"2015 02 11 14",12,"2015"," 02"," 11"," 14"
"2015 02 11 15",7,"2015"," 02"," 11"," 15"
"2015 02 11 16",28,"2015"," 02"," 11"," 16"
"2015 02 11 17",9,"2015"," 02"," 11"," 17"
"2015 02 11 18",13,"2015"," 02"," 11"," 18"
"2015 02 11 19",9,"2015"," 02"," 11"," 19"
"2015 02 12 08",6,"2015"," 02"," 12"," 08"
"2015 02 12 09",7,"2015"," 02"," 12"," 09"
"2015 02 12 10",15,"2015"," 02"," 12"," 10"
"2015 02 12 11",3,"2015"," 02"," 12"," 11"
"2015 02 12 12",16,"2015"," 02"," 12"," 12"
"2015 02 12 13",8,"2015"," 02"," 12"," 13"
"2015 02 12 14",14,"2015"," 02"," 12"," 14"
"2015 02 12 15",20,"2015"," 02"," 12"," 15"
"2015 02 12 16",23,"2015"," 02"," 12"," 16"
"2015 02 12 17",23,"2015"," 02"," 12"," 17"
"2015 02 12 18",10,"2015"," 02"," 12"," 18"
"2015 02 12 19",6,"2015"," 02"," 12"," 19"
"2015 02 13 08",1,"2015"," 02"," 13"," 08"
"2015 02 13 09",17,"2015"," 02"," 13"," 09"
"2015 02 13 10",7,"2015"," 02"," 13"," 10"
"2015 02 13 11",14,"2015"," 02"," 13"," 11"
"2015 02 13 12",11,"2015"," 02"," 13"," 12"
"2015 02 13 13",9,"2015"," 02"," 13"," 13"
"2015 02 13 14",14,"2015"," 02"," 13"," 14"
"2015 02 13 15",4,"2015"," 02"," 13"," 15"
"2015 02 13 16",16,"2015"," 02"," 13"," 16"
"2015 02 13 17",20,"2015"," 02"," 13"," 17"
"2015 02 13 18",16,"2015"," 02"," 13"," 18"
